long,lat,drive
41.146839,-8.596179,119
41.146839,-8.596215,119
41.146848,-8.596224,119
41.146839,-8.596251,119
41.146848,-8.596251,119
41.146857,-8.596251,119
41.146947,-8.59626,119
41.14692,-8.596269,119
41.146929,-8.596278,119
41.146893,-8.596278,119
41.146848,-8.596287,119
41.146821,-8.596278,119
41.146821,-8.596269,119
41.146803,-8.596269,119
41.146785,-8.596269,119
41.146803,-8.59626,119
41.146812,-8.59626,119
41.146812,-8.596269,119
41.146812,-8.596287,119
41.146794,-8.596332,119
41.146785,-8.596314,119
41.146776,-8.596314,119
41.146749,-8.596323,119
41.146722,-8.59635,119
41.146686,-8.596386,119
41.146695,-8.596404,119
41.146704,-8.596395,119
41.146695,-8.596413,119
41.146749,-8.596359,119
41.146821,-8.596323,119
41.146857,-8.596296,119
41.146839,-8.596305,119
41.149953,-8.614107,120
41.14998,-8.614746,120
41.150997,-8.61462,120
41.151744,-8.613945,120
41.152869,-8.613576,120
41.153661,-8.613378,120
41.153661,-8.612766,120
41.153238,-8.611965,120
41.152752,-8.61156,120
41.152716,-8.611443,120
41.151213,-8.6094,121
41.15169,-8.609535,121
41.153139,-8.609886,121
41.154552,-8.609445,121
41.156775,-8.609211,121
41.158926,-8.608365,121
41.162976,-8.606538,121
41.164155,-8.606268,121
41.164326,-8.606268,121
41.165442,-8.606403,121
41.167152,-8.606502,121
41.169141,-8.606304,121
41.171337,-8.604594,121
41.172966,-8.605485,121
41.173551,-8.608194,121
41.174496,-8.611245,121
41.174388,-8.614935,121
41.173884,-8.619003,121
41.174226,-8.622144,121
41.176845,-8.62236,121
41.179869,-8.622189,121
41.181678,-8.621505,121
41.180598,-8.622234,121
41.180166,-8.624367,121
41.180094,-8.624979,121
41.180094,-8.624961,121
41.180085,-8.624979,121
41.144616,-8.606259,122
41.14467,-8.606349,122
41.145021,-8.607114,122
41.14584,-8.607186,122
41.146668,-8.606889,122
41.146866,-8.606817,122
41.146965,-8.606835,122
41.147244,-8.608527,122
41.14746,-8.608941,122
41.147676,-8.610714,122
41.147802,-8.610795,122
41.147946,-8.612028,122
41.147577,-8.620281,122
41.147064,-8.620425,122
41.145939,-8.620578,122
41.145687,-8.622819,122
41.145444,-8.625771,122
41.145453,-8.628462,122
41.146452,-8.630037,122
41.146389,-8.631063,122
41.146407,-8.631036,122
41.146389,-8.631027,122
41.146353,-8.631045,122
41.146317,-8.631081,122
41.146623,-8.632188,122
41.147577,-8.633979,122
41.148,-8.634663,122
41.147964,-8.634645,122
41.147892,-8.6346,122
41.147946,-8.634645,122
41.147955,-8.634654,122
41.147802,-8.634879,122
41.147145,-8.633286,122
41.14629,-8.631747,122
41.146245,-8.631684,122
41.145255,-8.630235,122
41.145228,-8.630163,122
41.145219,-8.630154,122
41.144742,-8.628813,122
41.144769,-8.625879,122
41.143986,-8.622666,122
41.142312,-8.619975,122
41.140728,-8.617086,122
41.140791,-8.615241,122
41.141853,-8.614413,122
41.143005,-8.613576,122
41.144292,-8.611875,122
41.144697,-8.610741,122
41.143194,-8.610192,122
41.142933,-8.608257,122
41.142393,-8.605872,122
41.15736,-8.628453,123
41.157702,-8.628165,123
41.159025,-8.628894,123
41.161041,-8.6283,123
41.163201,-8.627553,123
41.163444,-8.627472,123
41.164038,-8.627301,123
41.164578,-8.627112,123
41.164551,-8.627121,123
41.165631,-8.626797,123
41.167836,-8.626518,123
41.169825,-8.626896,123
41.170086,-8.62578,123
41.171985,-8.626203,123
41.174307,-8.627229,123
41.175378,-8.62767,123
41.175396,-8.62767,123
41.175549,-8.627706,123
41.175846,-8.628768,123
41.175639,-8.630469,123
41.175378,-8.63226,123
41.175522,-8.634033,123
41.175585,-8.634726,123
41.175693,-8.635716,123
41.175846,-8.63721,123
41.17482,-8.63694,123
41.173488,-8.637138,123
41.17311,-8.638992,123
41.172849,-8.64045,123
41.173497,-8.642268,123
41.17509,-8.643987,123
41.176386,-8.644896,123
41.177322,-8.644311,123
41.178411,-8.645229,123
41.178681,-8.645445,123
41.178672,-8.645436,123
41.178681,-8.645436,123
41.178681,-8.645445,123
41.178771,-8.645598,123
41.160996,-8.628885,124
41.161032,-8.628759,124
41.160978,-8.628669,124
41.160942,-8.628696,124
41.160897,-8.628615,124
41.159799,-8.628696,124
41.15889,-8.629227,124
41.158899,-8.629326,124
41.158809,-8.629551,124
41.157882,-8.630253,124
41.157018,-8.628813,124
41.155929,-8.627706,124
41.15403,-8.626626,124
41.152797,-8.62623,124
41.152815,-8.626248,124
41.152617,-8.626185,124
41.151105,-8.625852,124
41.149062,-8.625564,124
41.148909,-8.625519,124
41.148828,-8.625474,124
41.148225,-8.624277,124
41.147577,-8.621883,124
41.146866,-8.620326,124
41.146164,-8.619201,124
41.146191,-8.617644,124
41.144967,-8.617302,124
41.145435,-8.615736,124
41.145867,-8.613774,124
41.146011,-8.612037,124
41.146119,-8.611164,124
41.145489,-8.610894,124
41.144463,-8.610723,124
41.143464,-8.610399,124
41.143437,-8.610399,124
41.143257,-8.609238,124
41.143167,-8.608518,124
41.142789,-8.607834,124
41.142546,-8.6058,124
41.14395,-8.604972,124
41.144634,-8.606682,124
41.145651,-8.607429,124
41.145894,-8.607249,124
41.146182,-8.60715,124
41.146263,-8.607096,124
41.146245,-8.60706,124
41.146227,-8.607033,124
41.146227,-8.607132,124
41.146263,-8.607051,124
41.149125,-8.586369,125
41.14917,-8.587449,125
41.149674,-8.589078,125
41.150313,-8.591589,125
41.150952,-8.593893,125
41.150853,-8.594136,125
41.15043,-8.594811,125
41.149161,-8.596935,125
41.148297,-8.59905,125
41.148891,-8.601732,125
41.149089,-8.60301,125
41.149719,-8.605719,125
41.150097,-8.607078,125
41.150655,-8.606889,125
41.151915,-8.605989,125
41.152833,-8.605593,125
41.153562,-8.606115,125
41.153598,-8.60877,125
41.153733,-8.609841,125
41.15376,-8.609796,125
41.153742,-8.609832,125
41.153724,-8.610021,125
41.142888,-8.605368,126
41.143275,-8.605224,126
41.144373,-8.605962,126
41.145327,-8.607411,126
41.146407,-8.606997,126
41.146884,-8.606808,126
41.147199,-8.607771,126
41.147469,-8.608572,126
41.147568,-8.608635,126
41.148648,-8.607888,126
41.148693,-8.607879,126
41.149467,-8.607465,126
41.151348,-8.606457,126
41.153139,-8.605332,126
41.153553,-8.605404,126
41.153607,-8.605404,126
41.153589,-8.605575,126
41.146479,-8.614035,127
41.146524,-8.614044,127
41.146704,-8.613972,127
41.146875,-8.613909,127
41.147172,-8.613846,127
41.147496,-8.613405,127
41.148117,-8.613018,127
41.148396,-8.613819,127
41.147649,-8.61471,127
41.147451,-8.614845,127
41.147262,-8.615556,127
41.14728,-8.617194,127
41.14773,-8.618166,127
41.148549,-8.618886,127
41.147964,-8.619903,127
41.147433,-8.621019,127
41.147892,-8.622963,127
41.148513,-8.624826,127
41.149935,-8.625735,127
41.152059,-8.626014,127
41.152203,-8.626068,127
41.15259,-8.626212,127
41.152437,-8.628183,127
41.152698,-8.630955,127
41.152572,-8.634177,127
41.15295,-8.637732,127
41.153814,-8.641485,127
41.154561,-8.644545,127
41.154219,-8.648154,127
41.146272,-8.617716,127
41.146263,-8.617725,127
41.153841,-8.65044,127
41.152185,-8.652663,127
41.151753,-8.656011,127
41.150673,-8.659422,127
41.150466,-8.663058,127
41.150979,-8.665974,127
41.151609,-8.667711,127
41.152455,-8.669376,127
41.153427,-8.670834,127
41.154489,-8.672031,127
41.155488,-8.672274,127
41.154795,-8.673372,127
41.15574,-8.674524,127
41.156811,-8.675469,127
41.156388,-8.676522,127
41.15592,-8.677575,127
41.155461,-8.678574,127
41.155074,-8.679618,127
41.15511,-8.679663,127
41.155056,-8.679879,127
41.15637,-8.681247,127
41.158719,-8.683173,127
41.159655,-8.683128,127
41.160114,-8.681832,127
41.160798,-8.680176,127
41.161824,-8.678016,127
41.161806,-8.677629,127
41.161239,-8.677521,127
41.161392,-8.676747,127
41.161383,-8.676729,127
41.161383,-8.67672,127
41.161392,-8.676711,127
41.161401,-8.67672,127
41.161392,-8.676729,127
41.147298,-8.611281,128
41.148369,-8.610813,128
41.150394,-8.610138,128
41.151645,-8.609607,128
41.153121,-8.610066,128
41.154804,-8.609427,128
41.156892,-8.609139,128
41.159052,-8.608392,128
41.16285,-8.60679,128
41.165496,-8.606412,128
41.167998,-8.606457,128
41.170383,-8.605422,128
41.172471,-8.604369,128
41.173263,-8.607222,128
41.174424,-8.610264,128
41.174514,-8.614359,128
41.173803,-8.61957,128
41.173236,-8.625042,128
41.172309,-8.630838,128
41.171031,-8.636355,128
41.168664,-8.640468,128
41.168295,-8.643384,128
41.170086,-8.645589,128
41.17248,-8.648469,128
41.175144,-8.651745,128
41.177421,-8.654445,128
41.178141,-8.65503,128
41.177691,-8.656803,128
41.178159,-8.658234,128
41.178366,-8.658378,128
41.178366,-8.658351,128
41.15475,-8.630703,129
41.15475,-8.630703,129
41.154741,-8.630694,129
41.154696,-8.630721,129
41.153067,-8.630685,129
41.152734,-8.63064,129
41.152716,-8.630631,129
41.152743,-8.630631,129
41.152689,-8.632161,129
41.151348,-8.633628,129
41.151105,-8.637309,129
41.151402,-8.640711,129
41.15232,-8.643294,129
41.15511,-8.645229,129
41.158494,-8.647218,129
41.161869,-8.649216,129
41.164794,-8.646471,129
41.166684,-8.642331,129
41.166828,-8.6409,129
41.168268,-8.64333,129
41.170914,-8.646633,129
41.173974,-8.65035,129
41.176809,-8.653896,129
41.179518,-8.657271,129
41.182398,-8.660781,129
41.185584,-8.664687,129
41.188437,-8.66691,129
41.190966,-8.666829,129
41.194359,-8.665623,129
41.1975,-8.662158,129
41.200416,-8.658081,129
41.202135,-8.653437,129
41.20164,-8.649999,129
41.20407,-8.651025,129
41.207796,-8.651484,129
41.211801,-8.652681,129
41.215572,-8.654796,129
41.218992,-8.658054,129
41.222385,-8.661303,129
41.225733,-8.664471,129
41.228595,-8.667819,129
41.231934,-8.667198,129
41.234958,-8.667342,129
41.237748,-8.668044,129
41.238918,-8.669448,129
41.238423,-8.670474,129
41.236965,-8.670132,129
41.161158,-8.604828,130
41.16078,-8.605017,130
41.160708,-8.605026,130
41.160582,-8.604954,130
41.160492,-8.604639,130
41.1606,-8.604441,130
41.161581,-8.603829,130
41.161869,-8.603982,130
41.162886,-8.602695,130
41.163669,-8.601732,130
41.164281,-8.600904,130
41.165307,-8.599221,130
41.165577,-8.598762,130
41.166171,-8.597115,130
41.167044,-8.594181,130
41.168367,-8.591472,130
41.170356,-8.588781,130
41.173038,-8.587125,130
41.174865,-8.586225,130
41.174523,-8.584947,130
41.174613,-8.584344,130
41.175648,-8.583804,130
41.17725,-8.583003,130
41.178114,-8.581869,130
41.178924,-8.580798,130
41.178771,-8.580096,130
41.178456,-8.580402,130
41.178456,-8.580411,130
41.178447,-8.580456,130
41.178438,-8.580402,130
41.178447,-8.580411,130
41.178429,-8.580429,130
41.149908,-8.619291,131
41.150061,-8.61795,131
41.149566,-8.617518,131
41.148729,-8.617824,131
41.148423,-8.61822,131
41.148432,-8.619507,131
41.14737,-8.620461,131
41.147721,-8.622477,131
41.14854,-8.624943,131
41.15043,-8.625888,131
41.152464,-8.626149,131
41.152554,-8.628255,131
41.15259,-8.631207,131
41.151969,-8.632782,131
41.151105,-8.635338,131
41.151258,-8.6391,131
41.151384,-8.640459,131
41.151663,-8.642196,131
41.154084,-8.644833,131
41.157864,-8.646705,131
41.161626,-8.649261,131
41.164515,-8.647164,131
41.165793,-8.644095,131
41.167521,-8.641062,131
41.167359,-8.642142,131
41.169744,-8.645202,131
41.17275,-8.648937,131
41.175666,-8.652537,131
41.178645,-8.656272,131
41.181687,-8.659953,131
41.18472,-8.663643,131
41.187456,-8.666694,131
41.190408,-8.667207,131
41.194287,-8.665659,131
41.197905,-8.661636,131
41.201334,-8.656704,131
41.201856,-8.651637,131
41.202963,-8.650287,131
41.207157,-8.651583,131
41.212683,-8.653086,131
41.217741,-8.65692,131
41.222502,-8.661474,131
41.226273,-8.665011,131
41.229306,-8.66808,131
41.23287,-8.666694,131
41.235876,-8.667657,131
41.238432,-8.668431,131
41.238801,-8.670537,131
41.237316,-8.670249,131
41.236695,-8.670123,131
41.236713,-8.670141,131
41.236722,-8.670123,131
41.236749,-8.670186,131
41.236749,-8.670195,131
41.236749,-8.670213,131
41.23674,-8.670177,131
41.236497,-8.67006,131
41.235291,-8.669637,131
41.236002,-8.668935,131
41.237874,-8.669502,131
41.237298,-8.668233,131
41.234652,-8.667279,131
41.231907,-8.667261,131
41.140872,-8.613108,132
41.140629,-8.61309,132
41.140602,-8.61309,132
41.140602,-8.61309,132
41.140593,-8.613099,132
41.140404,-8.613027,132
41.140287,-8.614134,132
41.140332,-8.614818,132
41.140152,-8.615268,132
41.140341,-8.615853,132
41.140548,-8.616015,132
41.141079,-8.614485,132
41.141529,-8.613153,132
41.140656,-8.609661,132
41.139189,-8.60922,132
41.138694,-8.610066,132
41.137965,-8.612127,132
41.137497,-8.614134,132
41.137155,-8.615718,132
41.136984,-8.616348,132
41.136876,-8.617878,132
41.135958,-8.618355,132
41.134563,-8.618355,132
41.133132,-8.618121,132
41.131737,-8.617851,132
41.130603,-8.617716,132
41.129784,-8.619363,132
41.12919,-8.620344,132
41.128371,-8.622054,132
41.12757,-8.623611,132
41.127138,-8.625096,132
41.127813,-8.626194,132
41.128965,-8.626887,132
41.129883,-8.62623,132
41.130459,-8.625042,132
41.131719,-8.625141,132
41.133537,-8.624817,132
41.135211,-8.625384,132
41.135994,-8.625375,132
41.135994,-8.625357,132
41.135976,-8.625357,132
41.135976,-8.625357,132
41.135985,-8.625357,132
41.135994,-8.625366,132
41.135994,-8.625366,132
41.136066,-8.625366,132
41.136255,-8.62632,132
41.136264,-8.628183,132
41.137713,-8.62893,132
41.139513,-8.631198,132
41.140836,-8.634348,132
41.143293,-8.636058,132
41.143563,-8.638875,132
41.145957,-8.639937,132
41.149584,-8.64081,132
41.152671,-8.64378,132
41.156613,-8.645922,132
41.160348,-8.648802,132
41.164245,-8.647803,132
41.166549,-8.642961,132
41.169627,-8.638704,132
41.171625,-8.633709,132
41.172786,-8.628147,132
41.17338,-8.622522,132
41.173974,-8.616699,132
41.17437,-8.611308,132
41.172237,-8.606475,132
41.171166,-8.601048,132
41.171778,-8.595477,132
41.169411,-8.591139,132
41.167269,-8.587593,132
41.167368,-8.587962,132
41.168988,-8.587233,132
41.170581,-8.586594,132
41.171121,-8.58834,132
41.172588,-8.587413,132
41.175054,-8.586279,132
41.177547,-8.58492,132
41.179932,-8.583651,132
41.180904,-8.583327,132
41.180895,-8.583354,132
41.180895,-8.583372,132
41.181201,-8.583264,132
41.182398,-8.582814,132
41.182389,-8.582814,132
41.182389,-8.582805,132
41.182389,-8.582796,132
41.182389,-8.582769,132
41.182389,-8.582742,132
41.183496,-8.582391,132
41.184828,-8.581869,132
41.184846,-8.581887,132
41.184837,-8.581932,132
41.18481,-8.581959,132
41.147991,-8.619912,133
41.147955,-8.619867,133
41.147757,-8.620002,133
41.147433,-8.621154,133
41.148,-8.623485,133
41.148981,-8.625564,133
41.151051,-8.625897,133
41.15214,-8.626059,133
41.152581,-8.626203,133
41.152455,-8.627796,133
41.152617,-8.630415,133
41.152572,-8.632557,133
41.151204,-8.63379,133
41.150736,-8.636634,133
41.149512,-8.639865,133
41.149674,-8.643411,133
41.151699,-8.644383,133
41.150997,-8.641719,133
41.148495,-8.640666,133
41.145678,-8.64,133
41.143464,-8.639802,133
41.142582,-8.641071,133
41.142438,-8.642061,133
41.141376,-8.642151,133
41.140908,-8.642295,133
41.140926,-8.642286,133
41.140926,-8.642286,133
41.140926,-8.642277,133
41.140287,-8.642448,133
41.140161,-8.643492,133
41.140593,-8.644914,133
41.141223,-8.64612,133
41.141619,-8.646516,133
41.155389,-8.580051,134
41.154696,-8.581014,134
41.155173,-8.582049,134
41.156325,-8.58231,134
41.155281,-8.582382,134
41.154498,-8.582229,134
41.156055,-8.582913,134
41.157873,-8.582697,134
41.160456,-8.58168,134
41.163561,-8.581293,134
41.166171,-8.583102,134
41.166936,-8.586441,134
41.168718,-8.589807,134
41.171328,-8.593731,134
41.171454,-8.598951,134
41.17176,-8.604918,134
41.174343,-8.610183,134
41.174208,-8.616069,134
41.173767,-8.621199,134
41.176665,-8.622351,134
41.180499,-8.622198,134
41.184594,-8.623467,134
41.188518,-8.626095,134
41.192604,-8.628282,134
41.197311,-8.627652,134
41.201946,-8.627364,134
41.205771,-8.627265,134
41.209407,-8.627166,134
41.213763,-8.627031,134
41.218776,-8.626869,134
41.222187,-8.626203,134
41.224725,-8.628858,134
41.225706,-8.633475,134
41.227281,-8.635248,134
41.229594,-8.635185,134
41.232204,-8.637183,134
41.234472,-8.639217,134
41.235408,-8.640486,134
41.23746,-8.642637,134
41.237973,-8.643951,134
41.236902,-8.645976,134
41.236245,-8.647056,134
41.236272,-8.647011,134
41.23629,-8.646993,134
41.161149,-8.604864,135
41.160789,-8.605053,135
41.160708,-8.605044,135
41.160483,-8.604657,135
41.160456,-8.604612,135
41.161059,-8.60418,135
41.161563,-8.603892,135
41.16177,-8.604,135
41.162058,-8.605971,135
41.162526,-8.608644,135
41.162841,-8.611533,135
41.163228,-8.61471,135
41.163624,-8.618031,135
41.163993,-8.621325,135
41.1642,-8.62299,135
41.164173,-8.622927,135
41.164146,-8.622909,135
41.148567,-8.58564,136
41.148873,-8.585667,136
41.148936,-8.586414,136
41.147964,-8.586252,136
41.147271,-8.587062,136
41.146614,-8.584974,136
41.145489,-8.583408,136
41.144814,-8.581689,136
41.145471,-8.579637,136
41.1462,-8.579034,136
41.147541,-8.579898,136
41.150106,-8.578755,136
41.152536,-8.580681,136
41.155335,-8.582886,136
41.158719,-8.582427,136
41.162058,-8.581068,136
41.16492,-8.582076,136
41.166765,-8.584785,136
41.167683,-8.587449,136
41.168988,-8.587233,136
41.171328,-8.586027,136
41.173632,-8.584875,136
41.175954,-8.583741,136
41.178195,-8.582634,136
41.179977,-8.581977,136
41.180742,-8.582346,136
41.181282,-8.583246,136
41.182596,-8.582724,136
41.184207,-8.582076,136
41.18589,-8.581284,136
41.187654,-8.580537,136
41.189499,-8.580573,136
41.19111,-8.580204,136
41.191407,-8.579637,136
41.191182,-8.578881,136
41.19021,-8.57934,136
41.189904,-8.578467,136
41.189661,-8.577432,136
41.189661,-8.577387,136
41.189661,-8.577387,136
41.189652,-8.577387,136
41.189508,-8.576766,136
41.189499,-8.576586,136
41.149161,-8.599257,137
41.148387,-8.598492,137
41.149422,-8.596701,137
41.1507,-8.594577,137
41.181768,-8.601264,138
41.182299,-8.600985,138
41.182695,-8.601426,138
41.183019,-8.600931,138
41.182524,-8.599149,138
41.181939,-8.59734,138
41.180409,-8.59806,138
41.178438,-8.599023,138
41.176323,-8.600112,138
41.174361,-8.59959,138
41.172516,-8.598465,138
41.170491,-8.597457,138
41.169078,-8.597367,138
41.167494,-8.597997,138
41.166846,-8.597673,138
41.166054,-8.597628,138
41.165829,-8.598321,138
41.164857,-8.598915,138
41.163102,-8.599509,138
41.161311,-8.600292,138
41.159682,-8.600958,138
41.159538,-8.601003,138
41.159556,-8.601003,138
41.159178,-8.601111,138
41.157315,-8.601975,138
41.155245,-8.602713,138
41.154669,-8.602956,138
41.15358,-8.603406,138
41.151861,-8.604045,138
41.150916,-8.604261,138
41.151006,-8.602452,138
41.150979,-8.60238,138
41.150979,-8.602407,138
41.150961,-8.602416,138
41.151024,-8.60139,138
41.150736,-8.60022,138
41.149008,-8.600508,138
41.148747,-8.600976,138
41.148999,-8.601939,138
41.149098,-8.602416,138
41.149134,-8.60274,138
41.14917,-8.602776,138
41.149179,-8.602776,138
41.149197,-8.602785,138
41.149251,-8.602803,138
41.149278,-8.602812,138
41.149278,-8.602803,138
41.149278,-8.602794,138
41.161176,-8.604864,139
41.160726,-8.604999,139
41.160717,-8.604981,139
41.160447,-8.604603,139
41.160438,-8.604495,139
41.16123,-8.603937,139
41.161482,-8.603928,139
41.162031,-8.603901,139
41.163309,-8.602272,139
41.164587,-8.600553,139
41.165433,-8.599086,139
41.165532,-8.598888,139
41.165658,-8.598555,139
41.166414,-8.596521,139
41.167026,-8.594388,139
41.168223,-8.59185,139
41.169438,-8.589726,139
41.169447,-8.588394,139
41.168754,-8.586441,139
41.168556,-8.584695,139
41.169942,-8.583993,139
41.17032,-8.582715,139
41.169969,-8.581977,139
41.169951,-8.581932,139
41.144679,-8.606556,140
41.145156,-8.607222,140
41.146452,-8.607006,140
41.14692,-8.60679,140
41.146911,-8.606781,140
41.147469,-8.607735,140
41.147478,-8.608509,140
41.147766,-8.609913,140
41.148423,-8.610822,140
41.149089,-8.610552,140
41.150376,-8.610291,140
41.151807,-8.609742,140
41.153553,-8.609958,140
41.155533,-8.609184,140
41.158647,-8.608554,140
41.16006,-8.607924,140
41.162643,-8.606763,140
41.165469,-8.60634,140
41.168484,-8.606421,140
41.170698,-8.604774,140
41.171157,-8.601777,140
41.1714,-8.597817,140
41.171337,-8.595684,140
41.173965,-8.594334,140
41.177403,-8.593236,140
41.181453,-8.592903,140
41.185629,-8.594055,140
41.189445,-8.594478,140
41.192838,-8.591868,140
41.196258,-8.589096,140
41.199165,-8.587071,140
41.198544,-8.586963,140
41.198085,-8.590707,140
41.196915,-8.594208,140
41.198454,-8.599239,140
41.199795,-8.605071,140
41.201001,-8.610975,140
41.202153,-8.61615,140
41.204394,-8.621559,140
41.206662,-8.626905,140
41.207301,-8.631945,140
41.205789,-8.637768,140
41.204097,-8.643852,140
41.203152,-8.648811,140
41.205501,-8.651646,140
41.210289,-8.65206,140
41.215284,-8.654571,140
41.219838,-8.658873,140
41.22423,-8.663058,140
41.22783,-8.666991,140
41.231142,-8.667657,140
41.234463,-8.666964,140
41.237298,-8.667936,140
41.23881,-8.669196,140
41.238801,-8.670519,140
41.237451,-8.670249,140
41.236992,-8.670213,140
41.237064,-8.67015,140
41.237064,-8.670042,140
41.237046,-8.669979,140
41.237028,-8.669979,140
41.23701,-8.66997,140
41.237055,-8.669979,140
41.237055,-8.669925,140
41.237019,-8.669889,140
41.236965,-8.669799,140
41.236938,-8.669682,140
41.236938,-8.669646,140
41.23692,-8.669754,140
41.23692,-8.669781,140
41.236929,-8.669754,140
41.167872,-8.689392,141
41.167386,-8.688312,141
41.168664,-8.687907,141
41.170428,-8.686962,141
41.172462,-8.688096,141
41.173398,-8.687196,141
41.17356,-8.684559,141
41.172669,-8.682012,141
41.17149,-8.679384,141
41.171841,-8.67609,141
41.172966,-8.673975,141
41.174505,-8.671725,141
41.176206,-8.669853,141
41.177448,-8.667783,141
41.179203,-8.665911,141
41.178222,-8.663346,141
41.178069,-8.663211,141
41.17752,-8.662689,141
41.176935,-8.660826,141
41.177385,-8.657847,141
41.17779,-8.655633,141
41.178528,-8.653635,141
41.179707,-8.651097,141
41.181174,-8.648703,141
41.182776,-8.645877,141
41.184207,-8.642781,141
41.18328,-8.640108,141
41.181552,-8.636967,141
41.179797,-8.633817,141
41.179185,-8.631144,141
41.17959,-8.627904,141
41.179986,-8.624412,141
41.180904,-8.620812,141
41.182128,-8.61849,141
41.184306,-8.61057,141
41.183442,-8.612793,141
41.183145,-8.613702,141
41.183127,-8.613693,141
41.183118,-8.613675,141
41.183217,-8.612784,141
41.184117,-8.610606,141
41.18463,-8.60751,141
41.183928,-8.604378,141
41.18373,-8.603568,141
41.183136,-8.601363,141
41.182524,-8.599041,141
41.182101,-8.597502,141
41.18256,-8.596881,141
41.184027,-8.596926,141
41.18571,-8.596863,141
41.187348,-8.596737,141
41.188347,-8.596656,141
41.189202,-8.596755,141
41.190354,-8.596692,141
41.190381,-8.596701,141
41.14638,-8.617662,142
41.150439,-8.610903,143
41.149377,-8.611119,143
41.149233,-8.610705,143
41.149251,-8.610615,143
41.149062,-8.608806,143
41.148792,-8.608023,143
41.148252,-8.60607,143
41.147568,-8.603487,143
41.147154,-8.602353,143
41.147181,-8.60229,143
41.147244,-8.602299,143
41.147307,-8.602128,143
41.14773,-8.600031,143
41.148054,-8.599068,143
41.148063,-8.599077,143
41.148081,-8.599059,143
41.149026,-8.597466,143
41.150511,-8.594892,143
41.150718,-8.594271,143
41.150655,-8.594379,143
41.150781,-8.59428,143
41.151663,-8.594352,143
41.153211,-8.594964,143
41.154561,-8.595504,143
41.153418,-8.596233,143
41.146128,-8.617608,144
41.145939,-8.61759,144
41.144868,-8.617005,144
41.145516,-8.615601,144
41.146047,-8.613891,144
41.146083,-8.612298,144
41.146173,-8.611434,144
41.14755,-8.610957,144
41.149413,-8.610273,144
41.15079,-8.609949,144
41.151807,-8.609868,144
41.153247,-8.609994,144
41.154525,-8.609625,144
41.15709,-8.609274,144
41.159358,-8.608212,144
41.160537,-8.607438,144
41.160789,-8.607339,144
41.161671,-8.606961,144
41.162031,-8.606862,144
41.162049,-8.60688,144
41.162301,-8.607699,144
41.162499,-8.609049,144
41.162535,-8.609832,144
41.162832,-8.611614,144
41.163156,-8.614818,144
41.163543,-8.617932,144
41.16384,-8.620272,144
41.164029,-8.621649,144
41.164182,-8.622954,144
41.164164,-8.622945,144
41.164128,-8.622918,144
41.164101,-8.6229,144
41.152473,-8.619912,145
41.152491,-8.619921,145
41.1525,-8.61993,145
41.152518,-8.619939,145
41.152536,-8.619966,145
41.152527,-8.619975,145
41.152518,-8.619966,145
41.1525,-8.619948,145
41.152518,-8.61993,145
41.152554,-8.61993,145
41.152545,-8.619813,145
41.152491,-8.618508,145
41.151843,-8.617716,145
41.151348,-8.618562,145
41.15088,-8.620443,145
41.150817,-8.620956,145
41.150862,-8.620947,145
41.15088,-8.620947,145
41.150835,-8.621118,145
41.151825,-8.621172,145
41.153157,-8.620965,145
41.154804,-8.620938,145
41.155389,-8.620884,145
41.155389,-8.62092,145
41.15538,-8.620956,145
41.155506,-8.620884,145
41.155299,-8.619498,145
41.155164,-8.618607,145
41.154759,-8.616447,145
41.154291,-8.613909,145
41.153805,-8.613288,145
41.153652,-8.61255,145
41.153598,-8.610291,145
41.153481,-8.60787,145
41.153427,-8.606493,145
41.153436,-8.606529,145
41.153049,-8.606115,145
41.152347,-8.606727,145
41.151267,-8.60733,145
41.150961,-8.60697,145
41.150961,-8.606952,145
41.15097,-8.606943,145
41.151015,-8.606214,145
41.151042,-8.604342,145
41.151006,-8.602515,145
41.150997,-8.601984,145
41.151078,-8.600355,145
41.150835,-8.600049,145
41.149386,-8.60031,145
41.148972,-8.598906,145
41.148477,-8.598609,145
41.148486,-8.598609,145
41.146515,-8.603811,145
41.146713,-8.605332,145
41.148387,-8.598618,145
41.148369,-8.59896,145
41.148396,-8.598969,145
41.148414,-8.598969,145
41.148396,-8.598969,145
41.146119,-8.617608,146
41.14512,-8.617374,146
41.145507,-8.615736,146
41.146956,-8.615232,146
41.147091,-8.615151,146
41.147091,-8.615133,146
41.147316,-8.615781,146
41.147235,-8.616618,146
41.147181,-8.617653,146
41.148063,-8.618148,146
41.148576,-8.619345,146
41.147478,-8.620344,146
41.147703,-8.622405,146
41.148576,-8.624925,146
41.14863,-8.625024,146
41.15007,-8.625762,146
41.152356,-8.626113,146
41.152491,-8.627877,146
41.152572,-8.630451,146
41.151879,-8.630631,146
41.151555,-8.63028,146
41.150889,-8.630514,146
41.153688,-8.6103,147
41.153679,-8.610336,147
41.154039,-8.610192,147
41.154759,-8.609985,147
41.154462,-8.609931,147
41.153625,-8.610327,147
41.153688,-8.610669,147
41.153724,-8.611974,147
41.155452,-8.611938,147
41.157162,-8.611344,147
41.157342,-8.610246,147
41.157252,-8.61012,147
41.157234,-8.610102,147
41.15727,-8.609418,147
41.157648,-8.607051,147
41.159007,-8.606115,147
41.158881,-8.604612,147
41.159205,-8.604504,147
41.160096,-8.604468,147
41.160168,-8.604441,147
