"","x","y","drive"
"22519",1257.6,-5935.9,44
"22520",1257.6,-5935.9,44
"22521",1257.5,-5935.9,44
"22522",1257.5,-5935.9,44
"22523",1257.5,-5935.9,44
"22524",1257.5,-5935.9,44
"22525",1257.4,-5935.8,44
"22526",1257.4,-5935.8,44
"22527",1257.4,-5935.8,44
"22528",1257.4,-5935.8,44
"22529",1257.4,-5935.8,44
"22530",1257.4,-5935.8,44
"22531",1257.4,-5935.8,44
"22532",1257.4,-5935.8,44
"22533",1257.4,-5935.8,44
"22534",1257.3,-5935.7,44
"22535",1257.3,-5935.7,44
"22536",1257.3,-5935.7,44
"22537",1257.3,-5935.7,44
"22538",1257.3,-5935.7,44
"22539",1257.4,-5935.8,44
"22540",1258.2,-5936.7,44
"22541",1260,-5938.8,44
"22542",1261.6,-5942.3,44
"22543",1263.2,-5946,44
"22544",1263.5,-5949.7,44
"22545",1261.2,-5953.8,44
"22546",1256.5,-5958.7,44
"22547",1251.3,-5963,44
"22548",1245.4,-5968.1,44
"22549",1238.6,-5974.2,44
"22550",1232.3,-5980.5,44
"22551",1225.1,-5987.8,44
"22552",1218,-5995.1,44
"22553",1211.6,-6001.6,44
"22554",1204.4,-6008.7,44
"22555",1198.2,-6015.2,44
"22556",1192.1,-6021.9,44
"22557",1186.7,-6027.8,44
"22558",1180.8,-6034.6,44
"22559",1175.7,-6040.9,44
"22560",1170.9,-6047.2,44
"22561",1167.3,-6053.5,44
"22562",1165.3,-6059.8,44
"22563",1164.8,-6066,44
"22564",1166.3,-6071.2,44
"22565",1169.5,-6075,44
"22566",1173.2,-6079.1,44
"22567",1177.2,-6083.8,44
"22568",1182.4,-6088.1,44
"22569",1187.3,-6093.7,44
"22570",1192.8,-6098.4,44
"22571",1197.3,-6103.7,44
"22572",1201.8,-6108.8,44
"22573",1206.5,-6114.3,44
"22574",1211.3,-6120,44
"22575",1217.2,-6125,44
"22576",1222.8,-6131.5,44
"22577",1229.5,-6137.5,44
"22578",1235.8,-6143.1,44
"22579",1240.8,-6148.9,44
"22580",1245.7,-6154.7,44
"22581",1251,-6160.7,44
"22582",1257.2,-6166.2,44
"22583",1262.9,-6172.8,44
"22584",1269,-6179.9,44
"22585",1276,-6186.2,44
"22586",1282.4,-6193.6,44
"22587",1288.6,-6200.7,44
"22588",1294.6,-6207.8,44
"22589",1300.2,-6214.3,44
"22590",1305.6,-6220.6,44
"22591",1311,-6226.8,44
"22592",1315.1,-6235,44
"22593",1320.2,-6242.7,44
"22594",1325.7,-6250.7,44
"22595",1331.4,-6259,44
"22596",1337.3,-6267.6,44
"22597",1343.8,-6275.1,44
"22598",1349.3,-6283.3,44
"22599",1356,-6291,44
"22600",1363.7,-6298.3,44
"22601",1371.6,-6305.7,44
"22602",1379.5,-6313.1,44
"22603",1387.6,-6320.6,44
"22604",1395.6,-6328.3,44
"22605",1404.3,-6334.9,44
"22606",1413.7,-6340.7,44
"22607",1422.2,-6347,44
"22608",1431.4,-6352.5,44
"22609",1441.2,-6357,44
"22610",1451,-6361.3,44
"22611",1460.7,-6365.7,44
"22612",1470.3,-6370,44
"22613",1479.8,-6374,44
"22614",1489.3,-6378.2,44
"22615",1499.7,-6381.6,44
"22616",1510.2,-6385.2,44
"22617",1520.7,-6388.7,44
"22618",1530.4,-6393,44
"22619",1541.1,-6396.6,44
"22620",1551.9,-6400.6,44
"22621",1563,-6404.9,44
"22622",1574.4,-6409.4,44
"22623",1585.1,-6415,44
"22624",1596.9,-6420,44
"22625",1608.9,-6425.3,44
"22626",1619.9,-6431,44
"22627",1631.7,-6436,44
"22628",1643.3,-6440.8,44
"22629",1654.6,-6445.4,44
"22630",1665,-6450.5,44
"22631",1676,-6454.5,44
"22632",1686.9,-6458.5,44
"22633",1698.2,-6461.2,44
"22634",1709.3,-6463.7,44
"22635",1720.9,-6465.2,44
"22636",1731.2,-6466.7,44
"22637",1741,-6467.7,44
"22638",1750.4,-6468.2,44
"22639",1758.3,-6468.7,44
"22640",1764.5,-6469.2,44
"22641",1770.4,-6469.1,44
"22642",1775.5,-6468.2,44
"22643",1779.8,-6468,44
"22644",1785,-6467.1,44
"22645",1791.1,-6467.2,44
"22646",1797.9,-6468.3,44
"22647",1804.7,-6469.4,44
"22648",1812.2,-6469.4,44
"22649",1819.7,-6469.5,44
"22650",1828.5,-6469.3,44
"22651",1837.4,-6469.3,44
"22652",1846.7,-6469.8,44
"22653",1855.2,-6471,44
"22654",1863.9,-6472.6,44
"22655",1873,-6474.4,44
"22656",1882.3,-6476.6,44
"22657",1892,-6479.3,44
"22658",1902.2,-6482.4,44
"22659",1912.6,-6485.9,44
"22660",1923.4,-6489.7,44
"22661",1934.4,-6493.9,44
"22662",1945.6,-6498.2,44
"22663",1957,-6502.7,44
"22664",1968.4,-6507.4,44
"22665",1979.7,-6511.8,44
"22666",1992,-6515.7,44
"22667",2002.5,-6521,44
"22668",2014.6,-6524.6,44
"22669",2025.6,-6528.7,44
"22670",2036.2,-6532.3,44
"22671",2046.9,-6534.4,44
"22672",2056.2,-6536.5,44
"22673",2064,-6538.7,44
"22674",2072,-6539.4,44
"22675",2078.7,-6540.2,44
"22676",2083.7,-6540.9,44
"22677",2087.4,-6541.6,44
"22678",2090.5,-6541.8,44
"22679",2091.7,-6543.4,44
"22680",2093,-6544.8,44
"22681",2092.5,-6547.7,44
"22682",2092.6,-6551.2,44
"22683",2091.6,-6556.9,44
"22684",2092.4,-6562.9,44
"22685",2093.1,-6570.7,44
"22686",2094,-6578.6,44
"22687",2093.8,-6587.1,44
"22688",2093.7,-6595.5,44
"22689",2091.6,-6605.1,44
"22690",2089.3,-6614.5,44
"22691",2086.2,-6624.8,44
"22692",2083.4,-6635.3,44
"22693",2079.7,-6646.6,44
"22694",2075.9,-6657.6,44
"22695",2071.8,-6668.5,44
"22696",2066.5,-6679.7,44
"22697",2062.2,-6690.1,44
"22698",2057,-6701.4,44
"22699",2052,-6713,44
"22700",2047.2,-6724.8,44
"22701",2042.7,-6736.6,44
"22702",2038.8,-6747.8,44
"22703",2033.7,-6759.2,44
"22704",2028.3,-6770.3,44
"22705",2021.9,-6781.9,44
"22706",2017.6,-6792.3,44
"22707",2012.6,-6803.9,44
"22708",2008,-6815.8,44
"22709",2002.6,-6828.7,44
"22710",1997.4,-6841.7,44
"22711",1992.4,-6854.8,44
"22712",1987.3,-6868,44
"22713",1982.3,-6881.2,44
"22714",1977,-6894.2,44
"22715",1972.4,-6906.1,44
"22716",1968.4,-6917,44
"22717",1963.6,-6928.8,44
"22718",1958.8,-6940.5,44
"22719",1954.9,-6951.5,44
"22720",1950,-6963.1,44
"22721",1945.1,-6974.8,44
"22722",1939.5,-6987.3,44
"22723",1934.9,-6999.3,44
"22724",1929.6,-7012.1,44
"22725",1923.3,-7025.8,44
"22726",1918.3,-7038.9,44
"22727",1912.3,-7052.7,44
"22728",1907.1,-7065.7,44
"22729",1901.8,-7078.7,44
"22730",1897.3,-7090.8,44
"22731",1892.1,-7103.7,44
"22732",1887.7,-7116.1,44
"22733",1883.6,-7128.5,44
"22734",1878.5,-7141.6,44
"22735",1875.1,-7153.3,44
"22736",1871.5,-7164.7,44
"22737",1868,-7176.1,44
"22738",1864.5,-7187.7,44
"22739",1861.3,-7199.6,44
"22740",1858.3,-7211.7,44
"22741",1855.1,-7223.6,44
"22742",1851.9,-7235.2,44
"22743",1848.8,-7245.6,44
"22744",1846.4,-7254.9,44
"22745",1844.6,-7263,44
"22746",1842.2,-7270.6,44
"22747",1841.6,-7276.7,44
"22748",1842,-7282.4,44
"22749",1843.5,-7287.5,44
"22750",1847.5,-7290.4,44
"22751",1851.1,-7293,44
"22752",1853.5,-7295.6,44
"22753",1854.7,-7298.7,44
"22754",1855.8,-7301.8,44
"22755",1857.8,-7304.1,44
"22756",1859.7,-7306.3,44
"22757",1863.7,-7305.8,44
"22758",1867.8,-7305.3,44
"22759",1872.9,-7304.4,44
"22760",1878.3,-7303.9,44
"22761",1883.7,-7303.2,44
"22762",1888.2,-7303.3,44
"22763",1893.5,-7302.6,44
"22764",1897.9,-7302.6,44
"22765",1902.3,-7302.5,44
"22766",1906.7,-7302.4,44
"22767",1911.9,-7301.6,44
"22768",1916.5,-7301.7,44
"22769",1921.8,-7301,44
"22770",1926.3,-7301.1,44
"22771",1931.8,-7300.7,44
"22772",1937.4,-7300.3,44
"22773",1944,-7299.3,44
"22774",1949.5,-7298.9,44
"22775",1955,-7298.4,44
"22776",1960.5,-7297.9,44
"22777",1966.1,-7297.5,44
"22778",1971.5,-7296.9,44
"22779",1977.1,-7296.5,44
"22780",1982.6,-7296,44
"22781",1988.1,-7295.4,44
"22782",1992.5,-7295.5,44
"22783",1997.9,-7294.8,44
"22784",2002.3,-7294.9,44
"22785",2006.9,-7295,44
"22786",2012.5,-7294.6,44
"22787",2017.9,-7294,44
"22788",2023.5,-7293.5,44
"22789",2028.8,-7292.9,44
"22790",2033.4,-7293,44
"22791",2038.1,-7293.3,44
"22792",2043.8,-7293,44
"22793",2049,-7294,44
"22794",2054.5,-7295.3,44
"22795",2060.3,-7296.8,44
"22796",2066,-7298.2,44
"22797",2069.6,-7300.6,44
"22798",2071,-7304,44
"22799",2070.9,-7307.3,44
"22800",2070,-7309.7,44
"22801",2070.1,-7309.9,44
"22802",2070.1,-7309.9,44
"22803",2069.2,-7310.5,44
"22804",2069.1,-7310.4,44
"22805",2069.1,-7310.4,44
"22806",2069,-7310.3,44
"22807",2069,-7310.3,44
"22808",2069,-7310.3,44
"22809",2069,-7310.3,44
"22810",2069,-7310.3,44
"22811",2068.9,-7310.2,44
"22812",2068.9,-7310.2,44
"22813",2068.8,-7310.1,44
"22814",2068,-7310.8,44
"22815",2068,-7310.8,44
"22816",2067.9,-7310.7,44
"22817",2067.9,-7310.7,44
"22818",2067.8,-7310.6,44
"22819",2067.8,-7310.6,44
"22820",2067.8,-7310.6,44
"22821",2067.8,-7310.5,44
"22822",2067.8,-7310.5,44
"22823",2067.8,-7310.5,44
"22824",2067.8,-7310.5,44
"22825",2067.7,-7310.4,44
"22826",2067.7,-7310.4,44
"22827",2067.7,-7310.4,44
"22828",2067.7,-7310.4,44
"22829",2067.6,-7310.3,44
"22830",2067.6,-7310.3,44
"22831",2067.6,-7310.3,44
"22832",2067.5,-7310.3,44
"22833",2067.5,-7310.3,44
"22834",2067.4,-7310.2,44
"22835",2067.4,-7310.2,44
"22836",2067.3,-7310.1,44
"22837",2066.5,-7310.8,44
"22838",2066.5,-7310.8,44
"22839",2066.5,-7310.8,44
"22840",2066.5,-7310.8,44
"22841",2066.5,-7310.8,44
"22842",2066.4,-7310.7,44
"22843",2066.4,-7310.7,44
"22844",2066.4,-7310.7,44
"22845",2066.4,-7310.7,44
"22846",2066.3,-7310.6,44
"22847",2066.3,-7310.6,44
"22848",2066.3,-7310.6,44
"22849",2066.2,-7310.5,44
"22850",2066.2,-7310.5,44
"22851",2066.2,-7310.5,44
"22852",2066.2,-7310.5,44
"22853",2066.2,-7310.5,44
"22854",0,0,45
"22855",-2.7,3.7,45
"22856",-5.4,7.3,45
"22857",-8,10.9,45
"22858",-8.8,13.2,45
"22859",-9.6,15.5,45
"22860",-9.6,17.1,45
"22861",-8.2,18.3,45
"22862",-6.8,21.1,45
"22863",-4.2,23.5,45
"22864",-1.6,26,45
"22865",1.6,28.9,45
"22866",4.1,32.6,45
"22867",6.1,35.9,45
"22868",8.4,38.2,45
"22869",9.2,40.4,45
"22870",9.3,41.9,45
"22871",9.6,42.3,45
"22872",9.9,42.5,45
"22873",10,42.6,45
"22874",10,42.6,45
"22875",10,42.6,45
"22876",10,42.6,45
"22877",10,42.6,45
"22878",10,42.6,45
"22879",9.9,42.5,45
"22880",9.9,42.5,45
"22881",9.3,43.5,45
"22882",9.9,44,45
"22883",9.5,46.7,45
"22884",7.9,49.7,45
"22885",4.5,52.7,45
"22886",0.4,55.1,45
"22887",-5.1,57.6,45
"22888",-11.8,60.6,45
"22889",-19.6,64.3,45
"22890",-27,66.6,45
"22891",-36.2,70.3,45
"22892",-44.7,73.3,45
"22893",-54.6,77.9,45
"22894",-64.4,82.8,45
"22895",-74.5,88.8,45
"22896",-84.3,95.1,45
"22897",-94.4,102.7,45
"22898",-103.3,109.9,45
"22899",-111.9,117.3,45
"22900",-120,125.2,45
"22901",-127.7,133.3,45
"22902",-135.3,141.8,45
"22903",-142,149.4,45
"22904",-148,156.1,45
"22905",-153.2,162,45
"22906",-157.7,167,45
"22907",-160.5,170.5,45
"22908",-161.9,172.3,45
"22909",-163.1,174.2,45
"22910",-162.9,174.4,45
"22911",-163.7,176.7,45
"22912",-162.2,179.5,45
"22913",-159.7,183.4,45
"22914",-155.2,186.1,45
"22915",-150.5,190.3,45
"22916",-143.6,195.1,45
"22917",-136.5,201.6,45
"22918",-128.2,207.7,45
"22919",-120.2,215,45
"22920",-110.8,222.1,45
"22921",-101.8,230.3,45
"22922",-91.9,237.8,45
"22923",-82.4,246.5,45
"22924",-72,254.6,45
"22925",-62.1,263.6,45
"22926",-51.4,271.9,45
"22927",-40.7,280.2,45
"22928",-30.8,289.2,45
"22929",-20.1,297.5,45
"22930",-10.5,306.3,45
"22931",-0.1,314.2,45
"22932",8.7,322.4,45
"22933",18,329.3,45
"22934",25.7,336.4,45
"22935",33.6,342,45
"22936",39.9,347.9,45
"22937",45.5,353.1,45
"22938",50.3,357.3,45
"22939",53.1,361.4,45
"22940",52.3,366.8,45
"22941",49.3,371.7,45
"22942",44.6,376.6,45
"22943",39.7,381.2,45
"22944",33.2,387.4,45
"22945",26.5,393.5,45
"22946",19.1,400.5,45
"22947",11.5,407.3,45
"22948",4.9,413.4,45
"22949",-2,420.9,45
"22950",-7.3,428.3,45
"22951",-12.4,437.3,45
"22952",-16.2,446.1,45
"22953",-19.5,455.2,45
"22954",-23.5,465.4,45
"22955",-26.6,474.7,45
"22956",-29.9,484,45
"22957",-35.1,494.4,45
"22958",-39.4,502.8,45
"22959",-44.8,511.6,45
"22960",-50.6,519.9,45
"22961",-56.3,526.9,45
"22962",-61.9,532.6,45
"22963",-67.3,536.7,45
"22964",-72.2,539.9,45
"22965",-77.2,542.9,45
"22966",-81.4,545,45
"22967",-85.7,547.2,45
"22968",-90.9,550,45
"22969",-96.4,552.7,45
"22970",-102.7,556,45
"22971",-108.3,558.5,45
"22972",-114.1,562.3,45
"22973",-119.8,566.2,45
"22974",-125.9,571.4,45
"22975",-130.6,576.2,45
"22976",-136,582,45
"22977",-140.2,587.2,45
"22978",-143.6,591.8,45
"22979",-146.9,596.3,45
"22980",-150.2,601,45
"22981",-152,603.8,45
"22982",-154.6,607.4,45
"22983",-157.2,611.2,45
"22984",-159.6,615.1,45
"22985",-162,618.9,45
"22986",-165.1,623.6,45
"22987",-167.9,628.8,45
"22988",-171,635,45
"22989",-173.9,641.5,45
"22990",-176.3,647,45
"22991",-178.9,652.2,45
"22992",-181.7,657.3,45
"22993",-183,660.6,45
"22994",-185.3,664.6,45
"22995",-186.8,667.7,45
"22996",-188.8,672,45
"22997",-189.5,675.9,45
"22998",-188.4,679.9,45
"22999",-185.9,685.3,45
"23000",-177.7,689.7,45
"23001",-170.2,693.6,45
"23002",-162.3,697.7,45
"23003",-154.2,702.1,45
"23004",-146.1,708.1,45
"23005",-136.8,713.4,45
"23006",-128.2,719.8,45
"23007",-120.1,727.3,45
"23008",-111,734,45
"23009",-102.8,741.5,45
"23010",-94.8,748.8,45
"23011",-87.2,755.8,45
"23012",-80,762.4,45
"23013",-73,768.8,45
"23014",-66.4,774.9,45
"23015",-61.1,781.2,45
"23016",-56.3,787.2,45
"23017",-51.4,791.6,45
"23018",-46.3,794.8,45
"23019",-40.8,795.3,45
"23020",-35.1,792.8,45
"23021",-31.7,789.9,45
"23022",-26.9,783.8,45
"23023",-23.1,778,45
"23024",-19.5,772.1,45
"23025",-15.3,765.3,45
"23026",-11,757.1,45
"23027",-7.7,749.4,45
"23028",-4.9,741.3,45
"23029",-2.5,732.9,45
"23030",0.7,723.5,45
"23031",2.8,714.7,45
"23032",3.9,706.7,45
"23033",5.8,697.6,45
"23034",7.7,688.6,45
"23035",8.9,680.6,45
"23036",10.3,672.8,45
"23037",13,664.6,45
"23038",16.5,657,45
"23039",20.4,650,45
"23040",24.9,643.4,45
"23041",29.6,637,45
"23042",33.8,631.8,45
"23043",38.2,626.6,45
"23044",42.5,621.5,45
"23045",45.7,616.8,45
"23046",46.9,611.8,45
"23047",45.7,607.6,45
"23048",42.3,604.6,45
"23049",38.3,602.4,45
"23050",34,601.4,45
"23051",30.4,599.8,45
"23052",27.1,598.3,45
"23053",24,596.9,45
"23054",21.3,596,45
"23055",19.8,594.6,45
"23056",18,594.4,45
"23057",17,593.5,45
"23058",16.3,592.9,45
"23059",16.2,591.2,45
"23060",14.8,590.1,45
"23061",14.1,588,45
"23062",14,586.3,45
"23063",14.6,585.3,45
"23064",15.4,584.4,45
"23065",15.4,584.4,45
"23066",15.2,584.3,45
"23067",15.4,584.4,45
"23068",15.5,584.5,45
"23069",15.5,584.5,45
"23070",15.6,584.6,45
"23071",14.8,585.4,45
"23072",14.8,585.4,45
"23073",14.8,585.4,45
"23074",14.8,585.4,45
"23075",14.8,585.4,45
"23076",14.7,585.3,45
"23077",14.7,585.3,45
"23078",14.7,585.3,45
"23079",14.7,585.3,45
"23080",14.8,585.4,45
"23081",14.8,585.4,45
"23082",14.8,585.4,45
"23083",14.8,585.4,45
"23084",14.8,585.4,45
"23085",14.8,585.4,45
"23086",14.8,585.4,45
"23087",14.8,585.4,45
"23088",14.8,585.4,45
"23089",14.7,585.3,45
"23090",14.7,585.3,45
"23091",14.7,585.3,45
"23092",14.7,585.3,45
"23093",14.7,585.3,45
"23094",14.7,585.3,45
"23095",14.7,585.3,45
"23096",14.7,585.3,45
"23097",14.7,585.3,45
"23098",14.7,585.3,45
"23099",14.7,585.3,45
"23100",14.7,585.3,45
"23101",14.8,585.4,45
"23102",14.8,585.4,45
"23103",14.8,585.4,45
"23104",14.8,585.4,45
"23105",14.8,585.4,45
"23106",14.8,585.4,45
"23107",14.8,585.4,45
"23108",14.8,585.4,45
"23109",14.8,585.4,45
"23110",14.8,585.4,45
"23111",14.8,585.4,45
"23112",14.8,585.4,45
"23113",14.9,585.5,45
"23114",14.1,586.4,45
"23115",14.1,586.4,45
"23116",14.1,586.4,45
"23117",14.1,586.4,45
"23118",14.2,586.4,45
"23119",14.2,586.4,45
"23120",14.2,586.4,45
"23121",14.2,586.4,45
"23122",14.2,586.4,45
"23123",14.1,586.4,45
"23124",14.1,586.4,45
"23125",14.9,585.5,45
"23126",14.8,585.4,45
"23127",14.8,585.4,45
"23128",14.8,585.4,45
"23129",14.7,585.3,45
"23130",14.7,585.3,45
"23131",0,0,46
"23132",-2.6,-1.6,46
"23133",-6.8,-0.4,46
"23134",-10.9,-1.6,46
"23135",-15.8,-1.4,46
"23136",-20.7,-2.4,46
"23137",-25.4,-4.6,46
"23138",-30.2,-6.8,46
"23139",-34.7,-5.6,46
"23140",-38,-2.3,46
"23141",-39.5,2.7,46
"23142",-39.3,8.6,46
"23143",-38.1,15.2,46
"23144",-36.8,19.5,46
"23145",-35.2,27.2,46
"23146",-33.4,34.8,46
"23147",-32.3,41.6,46
"23148",-31.9,49.6,46
"23149",-28.7,77.2,46
"23150",-30.2,83.4,46
"23151",-32.9,86.5,46
"23152",-36.9,88.8,46
"23153",-40.1,99,46
"23154",-45.4,106.3,46
"23155",-46.7,117.2,46
"23156",-48.6,128.3,46
"23157",-49.2,140.1,46
"23158",-49.7,155.6,46
"23159",-50.5,164,46
"23160",-50.5,172.2,46
"23161",-49.7,182.4,46
"23162",-48.6,191.4,46
"23163",-47.4,199.3,46
"23164",-46.6,204.8,46
"23165",-45.9,209.4,46
"23166",-45.8,212.8,46
"23167",-46.3,214.1,46
"23168",-46.6,216.5,46
"23169",-48,218,46
"23170",-50.6,221.1,46
"23171",-55.5,222.5,46
"23172",-60.9,224,46
"23173",-66.9,225.6,46
"23174",-73.6,228.6,46
"23175",-81.1,230.6,46
"23176",-88.2,232.7,46
"23177",-94.8,234.5,46
"23178",-101.1,236.2,46
"23179",-106.7,237.7,46
"23180",-111.5,239.1,46
"23181",-115.6,240.2,46
"23182",-119.7,241.3,46
"23183",-123.9,242.4,46
"23184",-128.9,242.7,46
"23185",-134.5,244.3,46
"23186",-141.2,246.1,46
"23187",-149.8,246.2,46
"23188",-158.7,247.4,46
"23189",-167.8,248.8,46
"23190",-177.3,250.2,46
"23191",-187.5,250.7,46
"23192",-198,251.2,46
"23193",-208.2,251.8,46
"23194",-218.2,252.2,46
"23195",-227.7,252.5,46
"23196",-236.7,252.6,46
"23197",-245,251.5,46
"23198",-252.2,249.9,46
"23199",-257.8,245.6,46
"23200",-260.7,239.4,46
"23201",-262.1,231.6,46
"23202",-262.8,222.5,46
"23203",-263.3,212.1,46
"23204",-263.8,200.5,46
"23205",-264.3,187.8,46
"23206",-264.8,175,46
"23207",-265.1,162.2,46
"23208",-264.9,149.2,46
"23209",-264.7,136.3,46
"23210",-264.2,123.3,46
"23211",-263.8,109.1,46
"23212",-262.9,95.9,46
"23213",-262,82.8,46
"23214",-260.5,70.6,46
"23215",-259.1,57.3,46
"23216",-257.1,45.1,46
"23217",-254.9,32.8,46
"23218",-253,19.3,46
"23219",-250.7,7,46
"23220",-249.2,-5.1,46
"23221",-248.5,-18.3,46
"23222",-248.2,-30,46
"23223",-248.6,-42.7,46
"23224",-249.7,-55.3,46
"23225",-251.7,-68.8,46
"23226",-254.2,-81,46
"23227",-257.8,-94.2,46
"23228",-261.6,-106,46
"23229",-265.8,-117.7,46
"23230",-269.8,-128.4,46
"23231",-273.7,-140.1,46
"23232",-277,-152.1,46
"23233",-280.1,-164.1,46
"23234",-282.5,-176.4,46
"23235",-284.3,-187.6,46
"23236",-286.1,-200,46
"23237",-287,-211.4,46
"23238",-287.6,-224.1,46
"23239",-287.4,-235.9,46
"23240",-287.2,-248.9,46
"23241",-286.2,-260.9,46
"23242",-285.3,-274,46
"23243",-284,-286.1,46
"23244",-282.7,-298.2,46
"23245",-281.5,-311.4,46
"23246",-280,-323.6,46
"23247",-278.4,-335.6,46
"23248",-277,-349,46
"23249",-275.6,-362.2,46
"23250",-273.8,-374.5,46
"23251",-272.6,-387.7,46
"23252",-271,-401,46
"23253",-269.4,-414.3,46
"23254",-267.4,-426.6,46
"23255",-265.4,-440.1,46
"23256",-263.2,-453.5,46
"23257",-261.5,-467,46
"23258",-259.4,-479.3,46
"23259",-257.4,-491.5,46
"23260",-255.6,-503.7,46
"23261",-253.7,-514.8,46
"23262",-251.4,-524.7,46
"23263",-248.9,-532.4,46
"23264",-246.5,-539,46
"23265",-244.8,-545.2,46
"23266",-244.4,-550.1,46
"23267",-245.9,-554.2,46
"23268",-249.4,-557.9,46
"23269",-254.2,-561.3,46
"23270",-259.6,-564.4,46
"23271",-266.4,-568.4,46
"23272",-273.8,-573.4,46
"23273",-281.2,-577.1,46
"23274",-289.4,-581.9,46
"23275",-298.1,-587.7,46
"23276",-306.5,-592.3,46
"23277",-314.6,-598.3,46
"23278",-322.2,-604.4,46
"23279",-328.9,-610.7,46
"23280",-334,-615.1,46
"23281",-338.7,-620.9,46
"23282",-342.3,-626.8,46
"23283",-345.1,-631.9,46
"23284",-348.4,-639.2,46
"23285",-351,-645.4,46
"23286",-353.3,-651.7,46
"23287",-355.8,-660.4,46
"23288",-357.4,-668.2,46
"23289",-358.5,-677.2,46
"23290",-358.5,-686.5,46
"23291",-357.7,-696.1,46
"23292",-356.5,-704.6,46
"23293",-354.8,-712,46
"23294",-353.8,-719.3,46
"23295",-352.5,-725.6,46
"23296",-351.7,-732.7,46
"23297",-350.8,-738.8,46
"23298",-349.8,-746.1,46
"23299",-348.9,-754.5,46
"23300",-348,-763,46
"23301",-346.6,-770.2,46
"23302",-345.6,-777.5,46
"23303",-344.7,-784.8,46
"23304",-343.5,-791,46
"23305",-342.5,-798.2,46
"23306",-341.1,-804.5,46
"23307",-339.9,-812.9,46
"23308",-338.8,-821.4,46
"23309",-337.4,-828.8,46
"23310",-336.3,-837.3,46
"23311",-335,-844.6,46
"23312",-333.8,-851.9,46
"23313",-332.7,-859.3,46
"23314",-331.5,-865.4,46
"23315",-330.4,-871.5,46
"23316",-329.5,-878.8,46
"23317",-328.3,-886.1,46
"23318",-326.9,-894.7,46
"23319",-325.2,-902.2,46
"23320",-323.9,-910.7,46
"23321",-322,-918.2,46
"23322",-319.7,-924.7,46
"23323",-316.3,-929,46
"23324",-313,-933.5,46
"23325",-307.5,-933.9,46
"23326",-301.1,-933.3,46
"23327",-294.2,-932.9,46
"23328",-287.3,-931.3,46
"23329",-281.4,-931.7,46
"23330",-275.5,-931.1,46
"23331",-269.7,-931.5,46
"23332",-263.9,-931.9,46
"23333",-258.3,-932.3,46
"23334",-253.1,-932.6,46
"23335",-248,-931.7,46
"23336",-243.7,-931.7,46
"23337",-239.9,-929.2,46
"23338",-238.4,-926.1,46
"23339",-238.3,-921.5,46
"23340",-239.1,-916.6,46
"23341",-240.5,-912.7,46
"23342",-241.3,-907.9,46
"23343",-242,-904.3,46
"23344",-242.1,-900.7,46
"23345",-240.7,-897.6,46
"23346",-237.8,-894.9,46
"23347",-233.7,-893.8,46
"23348",-229.4,-893.8,46
"23349",-225.1,-893.8,46
"23350",-220.8,-892.7,46
"23351",-217.5,-891.3,46
"23352",-215.5,-889.5,46
"23353",-215,-886.1,46
"23354",-215.6,-882.5,46
"23355",-217.8,-880.7,46
"23356",-220.3,-878.9,46
"23357",-222.4,-878.3,46
"23358",-223.7,-879.1,46
"23359",-223.9,-879,46
"23360",-223.9,-879,46
"23361",-223.7,-879.1,46
"23362",-222.9,-879.3,46
"23363",-221.9,-879.6,46
"23364",-220.5,-878.8,46
"23365",-219.4,-879.1,46
"23366",-219.1,-879.2,46
"23367",-219.1,-879.2,46
"23368",-219.6,-879.1,46
"23369",-221.2,-879.8,46
"23370",-222.8,-880.5,46
"23371",-223.8,-880.2,46
"23372",-224.3,-880.1,46
"23373",-224.3,-880.1,46
"23374",-224.3,-880.1,46
"23375",-224.3,-880.1,46
"23376",-224.3,-880.1,46
"23377",-224.2,-880.1,46
"23378",-224.2,-880.1,46
"23379",-224.2,-880.1,46
"23380",-224.2,-880.1,46
"23381",-224.1,-880.1,46
"23382",-224.1,-880.1,46
"23383",-224.1,-880.1,46
"23384",-224.1,-880.1,46
"23385",-224.4,-881.2,46
"23386",-224.4,-881.2,46
"23387",-224.4,-881.2,46
"23388",-224.4,-881.2,46
"23389",-224.4,-881.2,46
"23390",-224.4,-881.2,46
"23391",-224.4,-881.2,46
"23392",-224.4,-881.2,46
"23393",-224.4,-881.2,46
"23394",-224.4,-881.2,46
"23395",-224.4,-881.2,46
"23396",-224.4,-881.2,46
"23397",-224.5,-881.2,46
"23398",-224.5,-881.2,46
"23399",-224.5,-881.2,46
"23400",-224.5,-881.2,46
"23401",-224.5,-881.2,46
"23402",-224.5,-881.2,46
"23403",-224.5,-881.2,46
"23404",-224.5,-881.2,46
"23405",-224.5,-881.2,46
"23406",-224.5,-881.2,46
"23407",-224.5,-881.2,46
"23408",-224.5,-881.2,46
"23409",-224.5,-881.2,46
"23410",-224.6,-881.1,46
"23411",-224.9,-882.2,46
"23412",-224.9,-882.2,46
"23413",-224.9,-882.2,46
"23414",-224.9,-882.2,46
"23415",-224.9,-882.2,46
"23416",-224.9,-882.2,46
"23417",-224.9,-882.2,46
"23418",-224.9,-882.2,46
"23419",-224.9,-882.2,46
"23420",-225,-882.2,46
"23421",-225,-882.2,46
"23422",-225,-882.2,46
"23423",-225,-882.2,46
"23424",-225,-882.2,46
